datetime,Number,population,density
2014-05-04,195,14657434.0,1.3303829306002674e-05
2014-06-04,170,14657434.0,1.159821016420746e-05
2014-07-04,204,14657434.0,1.3917852197048952e-05
2014-08-04,178,14657434.0,1.2144008289581928e-05
2014-09-04,172,14657434.0,1.1734659695551077e-05
2014-10-04,181,14657434.0,1.2348682586597353e-05
2014-11-04,193,14657434.0,1.3167379774659057e-05
2014-12-04,180,14657434.0,1.2280457820925545e-05
2014-04-13,180,14657434.0,1.2280457820925545e-05
2014-04-14,198,14657434.0,1.35085036030181e-05
2014-04-15,189,14657434.0,1.2894480711971823e-05
2014-04-16,199,14657434.0,1.3576728368689908e-05
2014-04-17,197,14657434.0,1.3440278837346291e-05
2014-04-18,188,14657434.0,1.2826255946300014e-05
2014-04-19,179,14657434.0,1.2212233055253736e-05
2014-04-20,158,14657434.0,1.0779512976145756e-05
2014-04-21,171,14657434.0,1.1666434929879268e-05
2014-04-22,179,14657434.0,1.2212233055253736e-05
2014-04-23,169,14657434.0,1.1529985398535651e-05
2014-04-24,169,14657434.0,1.1529985398535651e-05
2014-04-25,174,14657434.0,1.1871109226894694e-05
2014-04-26,148,14657434.0,1.0097265319427671e-05
2014-04-27,137,14657434.0,9.346792897037776e-06
2014-04-28,199,14657434.0,1.3576728368689908e-05
2014-04-29,173,14657434.0,1.1802884461222885e-05
2014-04-30,201,14657434.0,1.3713177900033525e-05
2014-01-05,164,14657434.0,1.1188861570176609e-05
2014-02-05,178,14657434.0,1.2144008289581928e-05
2014-03-05,172,14657434.0,1.1734659695551077e-05
2014-04-05,179,14657434.0,1.2212233055253736e-05
2014-05-05,173,14657434.0,1.1802884461222885e-05
2014-06-05,208,14657434.0,1.4190751259736186e-05
2014-07-05,155,14657434.0,1.057483867913033e-05
2014-08-05,192,14657434.0,1.3099155008987248e-05
2014-09-05,156,14657434.0,1.0643063444802139e-05
2014-10-05,171,14657434.0,1.1666434929879268e-05
2014-11-05,156,14657434.0,1.0643063444802139e-05
2014-12-05,201,14657434.0,1.3713177900033525e-05
2014-05-13,169,14657434.0,1.1529985398535651e-05
2014-05-14,185,14657434.0,1.2621581649284589e-05
2014-05-15,174,14657434.0,1.1871109226894694e-05
2014-05-16,156,14657434.0,1.0643063444802139e-05
2014-05-17,169,14657434.0,1.1529985398535651e-05
2014-05-18,174,14657434.0,1.1871109226894694e-05
2014-05-19,152,14657434.0,1.0370164382114905e-05
2014-05-20,183,14657434.0,1.2485132117940972e-05
2014-05-21,169,14657434.0,1.1529985398535651e-05
2014-05-22,170,14657434.0,1.159821016420746e-05
2014-05-23,187,14657434.0,1.2758031180628206e-05
2014-05-24,152,14657434.0,1.0370164382114905e-05
2014-05-25,178,14657434.0,1.2144008289581928e-05
2014-05-26,172,14657434.0,1.1734659695551077e-05
2014-05-27,187,14657434.0,1.2758031180628206e-05
2014-05-28,171,14657434.0,1.1666434929879268e-05
2014-05-29,194,14657434.0,1.3235604540330865e-05
2014-05-30,188,14657434.0,1.2826255946300014e-05
2014-05-31,176,14657434.0,1.200755875823831e-05
2014-01-06,167,14657434.0,1.1393535867192034e-05
2014-02-06,202,14657434.0,1.3781402665705335e-05
2014-03-06,109,14657434.0,7.4364994582271355e-06
2014-04-06,169,14657434.0,1.1529985398535651e-05
2014-05-06,162,14657434.0,1.105241203883299e-05
2014-06-06,190,14657434.0,1.2962705477643631e-05
2014-07-06,170,14657434.0,1.159821016420746e-05
2014-08-06,154,14657434.0,1.0506613913458522e-05
2014-09-06,200,14657434.0,1.3644953134361716e-05
2014-10-06,162,14657434.0,1.105241203883299e-05
2014-11-06,156,14657434.0,1.0643063444802139e-05
2014-12-06,183,14657434.0,1.2485132117940972e-05
2014-06-13,159,14657434.0,1.0847737741817565e-05
2014-06-14,183,14657434.0,1.2485132117940972e-05
2014-06-15,147,14657434.0,1.0029040553755863e-05
2014-06-16,184,14657434.0,1.255335688361278e-05
2014-06-17,188,14657434.0,1.2826255946300014e-05
2014-06-18,176,14657434.0,1.200755875823831e-05
2014-06-19,170,14657434.0,1.159821016420746e-05
2014-06-20,157,14657434.0,1.0711288210473948e-05
2014-06-21,214,14657434.0,1.4600099853767037e-05
2014-06-22,183,14657434.0,1.2485132117940972e-05
2014-06-23,164,14657434.0,1.1188861570176609e-05
2014-06-24,167,14657434.0,1.1393535867192034e-05
2014-06-25,167,14657434.0,1.1393535867192034e-05
2014-06-26,186,14657434.0,1.2689806414956397e-05
2014-06-27,178,14657434.0,1.2144008289581928e-05
2014-06-28,191,14657434.0,1.303093024331544e-05
2014-06-29,166,14657434.0,1.1325311101520226e-05
2014-06-30,160,14657434.0,1.0915962507489373e-05
2014-01-07,145,14657434.0,9.892591022412246e-06
2014-02-07,174,14657434.0,1.1871109226894694e-05
2014-03-07,183,14657434.0,1.2485132117940972e-05
2014-04-07,168,14657434.0,1.1461760632863843e-05
2014-05-07,154,14657434.0,1.0506613913458522e-05
2014-06-07,165,14657434.0,1.1257086335848417e-05
2014-07-07,196,14657434.0,1.3372054071674482e-05
2014-08-07,170,14657434.0,1.159821016420746e-05
2014-09-07,188,14657434.0,1.2826255946300014e-05
2014-10-07,176,14657434.0,1.200755875823831e-05
2014-11-07,166,14657434.0,1.1325311101520226e-05
2014-12-07,167,14657434.0,1.1393535867192034e-05
2014-07-13,179,14657434.0,1.2212233055253736e-05
2014-07-14,190,14657434.0,1.2962705477643631e-05
2014-07-15,162,14657434.0,1.105241203883299e-05
2014-07-16,174,14657434.0,1.1871109226894694e-05
2014-07-17,167,14657434.0,1.1393535867192034e-05
2014-07-18,135,14657434.0,9.210343365694159e-06
2014-07-19,154,14657434.0,1.0506613913458522e-05
2014-07-20,175,14657434.0,1.1939333992566502e-05
2014-07-21,194,14657434.0,1.3235604540330865e-05
2014-07-22,178,14657434.0,1.2144008289581928e-05
2014-07-23,155,14657434.0,1.057483867913033e-05
2014-07-24,171,14657434.0,1.1666434929879268e-05
2014-07-25,209,14657434.0,1.4258976025407995e-05
2014-07-26,148,14657434.0,1.0097265319427671e-05
2014-07-27,167,14657434.0,1.1393535867192034e-05
2014-07-28,180,14657434.0,1.2280457820925545e-05
2014-07-29,213,14657434.0,1.4531875088095229e-05
2014-07-30,173,14657434.0,1.1802884461222885e-05
2014-07-31,168,14657434.0,1.1461760632863843e-05
2014-01-08,152,14657434.0,1.0370164382114905e-05
2014-02-08,192,14657434.0,1.3099155008987248e-05
2014-03-08,163,14657434.0,1.1120636804504799e-05
2014-04-08,182,14657434.0,1.2416907352269162e-05
2014-05-08,174,14657434.0,1.1871109226894694e-05
2014-06-08,184,14657434.0,1.255335688361278e-05
2014-07-08,167,14657434.0,1.1393535867192034e-05
2014-08-08,189,14657434.0,1.2894480711971823e-05
2014-09-08,175,14657434.0,1.1939333992566502e-05
2014-10-08,161,14657434.0,1.0984187273161182e-05
2014-11-08,170,14657434.0,1.159821016420746e-05
2014-12-08,171,14657434.0,1.1666434929879268e-05
2014-08-13,217,14657434.0,1.4804774150782463e-05
2014-08-14,165,14657434.0,1.1257086335848417e-05
2014-08-15,180,14657434.0,1.2280457820925545e-05
2014-08-16,181,14657434.0,1.2348682586597353e-05
2014-08-17,198,14657434.0,1.35085036030181e-05
2014-08-18,164,14657434.0,1.1188861570176609e-05
2014-08-19,174,14657434.0,1.1871109226894694e-05
2014-08-20,150,14657434.0,1.0233714850771288e-05
2014-08-21,176,14657434.0,1.200755875823831e-05
2014-08-22,181,14657434.0,1.2348682586597353e-05
2014-08-23,165,14657434.0,1.1257086335848417e-05
2014-08-24,166,14657434.0,1.1325311101520226e-05
2014-08-25,180,14657434.0,1.2280457820925545e-05
2014-08-26,179,14657434.0,1.2212233055253736e-05
2014-08-27,169,14657434.0,1.1529985398535651e-05
2014-08-28,182,14657434.0,1.2416907352269162e-05
2014-08-29,154,14657434.0,1.0506613913458522e-05
2014-08-30,154,14657434.0,1.0506613913458522e-05
2014-08-31,168,14657434.0,1.1461760632863843e-05
2014-01-09,160,14657434.0,1.0915962507489373e-05
2014-02-09,183,14657434.0,1.2485132117940972e-05
2014-03-09,176,14657434.0,1.200755875823831e-05
2014-04-09,168,14657434.0,1.1461760632863843e-05
2014-05-09,176,14657434.0,1.200755875823831e-05
2014-06-09,182,14657434.0,1.2416907352269162e-05
2014-07-09,158,14657434.0,1.0779512976145756e-05
2014-08-09,169,14657434.0,1.1529985398535651e-05
2014-09-09,172,14657434.0,1.1734659695551077e-05
2014-10-09,182,14657434.0,1.2416907352269162e-05
2014-11-09,151,14657434.0,1.0301939616443097e-05
2014-12-09,157,14657434.0,1.0711288210473948e-05
2014-09-13,167,14657434.0,1.1393535867192034e-05
2014-09-14,155,14657434.0,1.057483867913033e-05
2014-09-15,169,14657434.0,1.1529985398535651e-05
2014-09-16,194,14657434.0,1.3235604540330865e-05
2014-09-17,172,14657434.0,1.1734659695551077e-05
2014-09-18,147,14657434.0,1.0029040553755863e-05
2014-09-19,167,14657434.0,1.1393535867192034e-05
2014-09-20,165,14657434.0,1.1257086335848417e-05
2014-09-21,167,14657434.0,1.1393535867192034e-05
2014-09-22,179,14657434.0,1.2212233055253736e-05
2014-09-23,179,14657434.0,1.2212233055253736e-05
2014-09-24,179,14657434.0,1.2212233055253736e-05
2014-09-25,169,14657434.0,1.1529985398535651e-05
2014-09-26,189,14657434.0,1.2894480711971823e-05
2014-09-27,157,14657434.0,1.0711288210473948e-05
2014-09-28,191,14657434.0,1.303093024331544e-05
2014-09-29,183,14657434.0,1.2485132117940972e-05
2014-09-30,188,14657434.0,1.2826255946300014e-05
2014-01-10,195,14657434.0,1.3303829306002674e-05
2014-02-10,165,14657434.0,1.1257086335848417e-05
2014-03-10,164,14657434.0,1.1188861570176609e-05
2014-04-10,161,14657434.0,1.0984187273161182e-05
2014-05-10,178,14657434.0,1.2144008289581928e-05
2014-06-10,162,14657434.0,1.105241203883299e-05
2014-07-10,174,14657434.0,1.1871109226894694e-05
2014-08-10,199,14657434.0,1.3576728368689908e-05
2014-09-10,182,14657434.0,1.2416907352269162e-05
2014-10-10,168,14657434.0,1.1461760632863843e-05
2014-11-10,202,14657434.0,1.3781402665705335e-05
2014-12-10,157,14657434.0,1.0711288210473948e-05
2014-10-13,152,14657434.0,1.0370164382114905e-05
2014-10-14,158,14657434.0,1.0779512976145756e-05
2014-10-15,186,14657434.0,1.2689806414956397e-05
2014-10-16,189,14657434.0,1.2894480711971823e-05
2014-10-17,198,14657434.0,1.35085036030181e-05
2014-10-18,187,14657434.0,1.2758031180628206e-05
2014-10-19,177,14657434.0,1.207578352391012e-05
2014-10-20,163,14657434.0,1.1120636804504799e-05
2014-10-21,168,14657434.0,1.1461760632863843e-05
2014-10-22,209,14657434.0,1.4258976025407995e-05
2014-10-23,207,14657434.0,1.4122526494064378e-05
2014-10-24,189,14657434.0,1.2894480711971823e-05
2014-10-25,178,14657434.0,1.2144008289581928e-05
2014-10-26,164,14657434.0,1.1188861570176609e-05
2014-10-27,179,14657434.0,1.2212233055253736e-05
2014-10-28,178,14657434.0,1.2144008289581928e-05
2014-10-29,199,14657434.0,1.3576728368689908e-05
2014-10-30,176,14657434.0,1.200755875823831e-05
2014-10-31,158,14657434.0,1.0779512976145756e-05
2014-01-11,180,14657434.0,1.2280457820925545e-05
2014-02-11,184,14657434.0,1.255335688361278e-05
2014-03-11,192,14657434.0,1.3099155008987248e-05
2014-04-11,192,14657434.0,1.3099155008987248e-05
2014-05-11,205,14657434.0,1.398607696272076e-05
2014-06-11,184,14657434.0,1.255335688361278e-05
2014-07-11,202,14657434.0,1.3781402665705335e-05
2014-08-11,180,14657434.0,1.2280457820925545e-05
2014-09-11,179,14657434.0,1.2212233055253736e-05
2014-10-11,209,14657434.0,1.4258976025407995e-05
2014-11-11,172,14657434.0,1.1734659695551077e-05
2014-12-11,182,14657434.0,1.2416907352269162e-05
2014-11-13,207,14657434.0,1.4122526494064378e-05
2014-11-14,183,14657434.0,1.2485132117940972e-05
2014-11-15,166,14657434.0,1.1325311101520226e-05
2014-11-16,189,14657434.0,1.2894480711971823e-05
2014-11-17,184,14657434.0,1.255335688361278e-05
2014-11-18,163,14657434.0,1.1120636804504799e-05
2014-11-19,168,14657434.0,1.1461760632863843e-05
2014-11-20,212,14657434.0,1.446365032242342e-05
2014-11-21,175,14657434.0,1.1939333992566502e-05
2014-11-22,164,14657434.0,1.1188861570176609e-05
2014-11-23,158,14657434.0,1.0779512976145756e-05
2014-11-24,184,14657434.0,1.255335688361278e-05
2014-11-25,173,14657434.0,1.1802884461222885e-05
2014-11-26,219,14657434.0,1.494122368212608e-05
2014-11-27,186,14657434.0,1.2689806414956397e-05
2014-11-28,214,14657434.0,1.4600099853767037e-05
2014-11-29,199,14657434.0,1.3576728368689908e-05
2014-11-30,187,14657434.0,1.2758031180628206e-05
2014-01-12,207,14657434.0,1.4122526494064378e-05
2014-02-12,199,14657434.0,1.3576728368689908e-05
2014-03-12,191,14657434.0,1.303093024331544e-05
2014-04-12,230,14657434.0,1.5691696104515975e-05
2014-05-12,204,14657434.0,1.3917852197048952e-05
2014-06-12,178,14657434.0,1.2144008289581928e-05
2014-07-12,178,14657434.0,1.2144008289581928e-05
2014-08-12,193,14657434.0,1.3167379774659057e-05
2014-09-12,200,14657434.0,1.3644953134361716e-05
2014-10-12,176,14657434.0,1.200755875823831e-05
2014-11-12,169,14657434.0,1.1529985398535651e-05
2014-12-12,207,14657434.0,1.4122526494064378e-05
2014-12-13,188,14657434.0,1.2826255946300014e-05
2014-12-14,169,14657434.0,1.1529985398535651e-05
2014-12-15,162,14657434.0,1.105241203883299e-05
2014-12-16,183,14657434.0,1.2485132117940972e-05
2014-12-17,193,14657434.0,1.3167379774659057e-05
2014-12-18,194,14657434.0,1.3235604540330865e-05
2014-12-19,197,14657434.0,1.3440278837346291e-05
2014-12-20,209,14657434.0,1.4258976025407995e-05
2014-12-21,201,14657434.0,1.3713177900033525e-05
2014-12-22,206,14657434.0,1.4054301728392569e-05
2014-12-23,181,14657434.0,1.2348682586597353e-05
2014-12-24,209,14657434.0,1.4258976025407995e-05
2014-12-25,203,14657434.0,1.3849627431377144e-05
2014-12-26,199,14657434.0,1.3576728368689908e-05
2014-12-27,180,14657434.0,1.2280457820925545e-05
2014-12-28,193,14657434.0,1.3167379774659057e-05
2014-12-29,197,14657434.0,1.3440278837346291e-05
2014-12-30,194,14657434.0,1.3235604540330865e-05
2014-12-31,205,14657434.0,1.398607696272076e-05
2015-01-01,206,14657434.0,1.4054301728392569e-05
2015-02-01,200,14657434.0,1.3644953134361716e-05
2015-03-01,195,14657434.0,1.3303829306002674e-05
2015-04-01,203,14657434.0,1.3849627431377144e-05
2015-05-01,204,14657434.0,1.3917852197048952e-05
2015-06-01,209,14657434.0,1.4258976025407995e-05
2015-07-01,210,14657434.0,1.4327200791079803e-05
2015-08-01,231,14657434.0,1.5759920870187785e-05
2015-09-01,200,14657434.0,1.3644953134361716e-05
2015-10-01,192,14657434.0,1.3099155008987248e-05
2015-11-01,243,14657434.0,1.6578618058249487e-05
2015-12-01,217,14657434.0,1.4804774150782463e-05
2015-01-13,188,14657434.0,1.2826255946300014e-05
2015-01-14,214,14657434.0,1.4600099853767037e-05
2015-01-15,210,14657434.0,1.4327200791079803e-05
2015-01-16,222,14657434.0,1.5145897979141507e-05
2015-01-17,189,14657434.0,1.2894480711971823e-05
2015-01-18,200,14657434.0,1.3644953134361716e-05
2015-01-19,212,14657434.0,1.446365032242342e-05
2015-01-20,187,14657434.0,1.2758031180628206e-05
2015-01-21,207,14657434.0,1.4122526494064378e-05
2015-01-22,169,14657434.0,1.1529985398535651e-05
2015-01-23,205,14657434.0,1.398607696272076e-05
2015-01-24,220,14657434.0,1.5009448447797888e-05
2015-01-25,208,14657434.0,1.4190751259736186e-05
2015-01-26,194,14657434.0,1.3235604540330865e-05
2015-01-27,199,14657434.0,1.3576728368689908e-05
2015-01-28,215,14657434.0,1.4668324619438846e-05
2015-01-29,189,14657434.0,1.2894480711971823e-05
2015-01-30,222,14657434.0,1.5145897979141507e-05
2015-01-31,222,14657434.0,1.5145897979141507e-05
2015-01-02,215,14657434.0,1.4668324619438846e-05
2015-02-02,216,14657434.0,1.4736549385110654e-05
2015-03-02,183,14657434.0,1.2485132117940972e-05
2015-04-02,196,14657434.0,1.3372054071674482e-05
2015-05-02,190,14657434.0,1.2962705477643631e-05
2015-06-02,188,14657434.0,1.2826255946300014e-05
2015-07-02,206,14657434.0,1.4054301728392569e-05
2015-08-02,212,14657434.0,1.446365032242342e-05
2015-09-02,241,14657434.0,1.644216852690587e-05
2015-10-02,218,14657434.0,1.4872998916454271e-05
2015-11-02,222,14657434.0,1.5145897979141507e-05
2015-12-02,188,14657434.0,1.2826255946300014e-05
2015-02-13,176,14657434.0,1.200755875823831e-05
2015-02-14,208,14657434.0,1.4190751259736186e-05
2015-02-15,173,14657434.0,1.1802884461222885e-05
2015-02-16,230,14657434.0,1.5691696104515975e-05
2015-02-17,237,14657434.0,1.6169269464218636e-05
2015-02-18,226,14657434.0,1.541879704182874e-05
2015-02-19,207,14657434.0,1.4122526494064378e-05
2015-02-20,230,14657434.0,1.5691696104515975e-05
2015-02-21,205,14657434.0,1.398607696272076e-05
2015-02-22,219,14657434.0,1.494122368212608e-05
2015-02-23,240,14657434.0,1.637394376123406e-05
2015-02-24,203,14657434.0,1.3849627431377144e-05
2015-02-25,237,14657434.0,1.6169269464218636e-05
2015-02-26,230,14657434.0,1.5691696104515975e-05
2015-02-27,213,14657434.0,1.4531875088095229e-05
2015-02-28,193,14657434.0,1.3167379774659057e-05
2015-01-03,195,14657434.0,1.3303829306002674e-05
2015-02-03,226,14657434.0,1.541879704182874e-05
2015-03-03,213,14657434.0,1.4531875088095229e-05
2015-04-03,209,14657434.0,1.4258976025407995e-05
2015-05-03,227,14657434.0,1.5487021807500547e-05
2015-06-03,211,14657434.0,1.4395425556751612e-05
2015-07-03,215,14657434.0,1.4668324619438846e-05
2015-08-03,221,14657434.0,1.5077673213469698e-05
2015-09-03,197,14657434.0,1.3440278837346291e-05
2015-10-03,214,14657434.0,1.4600099853767037e-05
2015-11-03,237,14657434.0,1.6169269464218636e-05
2015-12-03,217,14657434.0,1.4804774150782463e-05
2015-03-13,219,14657434.0,1.494122368212608e-05
2015-03-14,235,14657434.0,1.603281993287502e-05
2015-03-15,207,14657434.0,1.4122526494064378e-05
2015-03-16,242,14657434.0,1.6510393292577677e-05
2015-03-17,235,14657434.0,1.603281993287502e-05
2015-03-18,211,14657434.0,1.4395425556751612e-05
2015-03-19,218,14657434.0,1.4872998916454271e-05
2015-03-20,226,14657434.0,1.541879704182874e-05
2015-03-21,236,14657434.0,1.6101044698546826e-05
2015-03-22,218,14657434.0,1.4872998916454271e-05
2015-03-23,223,14657434.0,1.5214122744813315e-05
2015-03-24,207,14657434.0,1.4122526494064378e-05
2015-03-25,224,14657434.0,1.5282347510485124e-05
2015-03-26,211,14657434.0,1.4395425556751612e-05
2015-03-27,237,14657434.0,1.6169269464218636e-05
2015-03-28,235,14657434.0,1.603281993287502e-05
2015-03-29,210,14657434.0,1.4327200791079803e-05
2015-03-30,219,14657434.0,1.494122368212608e-05
2015-03-31,235,14657434.0,1.603281993287502e-05
2015-01-04,222,14657434.0,1.5145897979141507e-05
2015-02-04,212,14657434.0,1.446365032242342e-05
2015-03-04,216,14657434.0,1.4736549385110654e-05
2015-04-04,206,14657434.0,1.4054301728392569e-05
2015-05-04,219,14657434.0,1.494122368212608e-05
2015-06-04,213,14657434.0,1.4531875088095229e-05
2015-07-04,229,14657434.0,1.5623471338844164e-05
2015-08-04,198,14657434.0,1.35085036030181e-05
2015-09-04,216,14657434.0,1.4736549385110654e-05
2015-10-04,208,14657434.0,1.4190751259736186e-05
2015-11-04,170,14657434.0,1.159821016420746e-05
2015-12-04,218,14657434.0,1.4872998916454271e-05
2015-04-13,202,14657434.0,1.3781402665705335e-05
2015-04-14,219,14657434.0,1.494122368212608e-05
2015-04-15,203,14657434.0,1.3849627431377144e-05
2015-04-16,182,14657434.0,1.2416907352269162e-05
2015-04-17,211,14657434.0,1.4395425556751612e-05
2015-04-18,188,14657434.0,1.2826255946300014e-05
2015-04-19,173,14657434.0,1.1802884461222885e-05
2015-04-20,205,14657434.0,1.398607696272076e-05
2015-04-21,210,14657434.0,1.4327200791079803e-05
2015-04-22,216,14657434.0,1.4736549385110654e-05
2015-04-23,216,14657434.0,1.4736549385110654e-05
2015-04-24,214,14657434.0,1.4600099853767037e-05
2015-04-25,202,14657434.0,1.3781402665705335e-05
2015-04-26,200,14657434.0,1.3644953134361716e-05
2015-04-27,215,14657434.0,1.4668324619438846e-05
2015-04-28,218,14657434.0,1.4872998916454271e-05
2015-04-29,202,14657434.0,1.3781402665705335e-05
2015-04-30,207,14657434.0,1.4122526494064378e-05
2015-01-05,155,14657434.0,1.057483867913033e-05
2015-02-05,208,14657434.0,1.4190751259736186e-05
2015-03-05,187,14657434.0,1.2758031180628206e-05
2015-04-05,203,14657434.0,1.3849627431377144e-05
2015-05-05,193,14657434.0,1.3167379774659057e-05
2015-06-05,199,14657434.0,1.3576728368689908e-05
2015-07-05,219,14657434.0,1.494122368212608e-05
2015-08-05,202,14657434.0,1.3781402665705335e-05
2015-09-05,171,14657434.0,1.1666434929879268e-05
2015-10-05,181,14657434.0,1.2348682586597353e-05
2015-11-05,183,14657434.0,1.2485132117940972e-05
2015-12-05,167,14657434.0,1.1393535867192034e-05
2015-05-13,169,14657434.0,1.1529985398535651e-05
2015-05-14,162,14657434.0,1.105241203883299e-05
2015-05-15,203,14657434.0,1.3849627431377144e-05
2015-05-16,190,14657434.0,1.2962705477643631e-05
2015-05-17,205,14657434.0,1.398607696272076e-05
2015-05-18,181,14657434.0,1.2348682586597353e-05
2015-05-19,185,14657434.0,1.2621581649284589e-05
2015-05-20,185,14657434.0,1.2621581649284589e-05
2015-05-21,195,14657434.0,1.3303829306002674e-05
2015-05-22,170,14657434.0,1.159821016420746e-05
2015-05-23,184,14657434.0,1.255335688361278e-05
2015-05-24,162,14657434.0,1.105241203883299e-05
2015-05-25,185,14657434.0,1.2621581649284589e-05
2015-05-26,185,14657434.0,1.2621581649284589e-05
2015-05-27,177,14657434.0,1.207578352391012e-05
2015-05-28,172,14657434.0,1.1734659695551077e-05
2015-05-29,199,14657434.0,1.3576728368689908e-05
2015-05-30,173,14657434.0,1.1802884461222885e-05
2015-05-31,174,14657434.0,1.1871109226894694e-05
2015-01-06,163,14657434.0,1.1120636804504799e-05
2015-02-06,187,14657434.0,1.2758031180628206e-05
2015-03-06,158,14657434.0,1.0779512976145756e-05
2015-04-06,169,14657434.0,1.1529985398535651e-05
2015-05-06,171,14657434.0,1.1666434929879268e-05
2015-06-06,160,14657434.0,1.0915962507489373e-05
2015-07-06,155,14657434.0,1.057483867913033e-05
2015-08-06,164,14657434.0,1.1188861570176609e-05
2015-09-06,156,14657434.0,1.0643063444802139e-05
2015-10-06,186,14657434.0,1.2689806414956397e-05
2015-11-06,179,14657434.0,1.2212233055253736e-05
2015-12-06,191,14657434.0,1.303093024331544e-05
2015-06-13,177,14657434.0,1.207578352391012e-05
2015-06-14,182,14657434.0,1.2416907352269162e-05
2015-06-15,197,14657434.0,1.3440278837346291e-05
2015-06-16,177,14657434.0,1.207578352391012e-05
2015-06-17,192,14657434.0,1.3099155008987248e-05
2015-06-18,175,14657434.0,1.1939333992566502e-05
2015-06-19,161,14657434.0,1.0984187273161182e-05
2015-06-20,171,14657434.0,1.1666434929879268e-05
2015-06-21,172,14657434.0,1.1734659695551077e-05
2015-06-22,179,14657434.0,1.2212233055253736e-05
2015-06-23,162,14657434.0,1.105241203883299e-05
2015-06-24,170,14657434.0,1.159821016420746e-05
2015-06-25,167,14657434.0,1.1393535867192034e-05
2015-06-26,159,14657434.0,1.0847737741817565e-05
2015-06-27,158,14657434.0,1.0779512976145756e-05
2015-06-28,162,14657434.0,1.105241203883299e-05
2015-06-29,171,14657434.0,1.1666434929879268e-05
2015-06-30,177,14657434.0,1.207578352391012e-05
2015-01-07,173,14657434.0,1.1802884461222885e-05
2015-02-07,192,14657434.0,1.3099155008987248e-05
2015-03-07,181,14657434.0,1.2348682586597353e-05
2015-04-07,179,14657434.0,1.2212233055253736e-05
2015-05-07,167,14657434.0,1.1393535867192034e-05
2015-06-07,179,14657434.0,1.2212233055253736e-05
2015-07-07,180,14657434.0,1.2280457820925545e-05
2015-08-07,177,14657434.0,1.207578352391012e-05
2015-09-07,180,14657434.0,1.2280457820925545e-05
2015-10-07,215,14657434.0,1.4668324619438846e-05
2015-11-07,163,14657434.0,1.1120636804504799e-05
2015-12-07,155,14657434.0,1.057483867913033e-05
2015-07-13,200,14657434.0,1.3644953134361716e-05
2015-07-14,192,14657434.0,1.3099155008987248e-05
2015-07-15,158,14657434.0,1.0779512976145756e-05
2015-07-16,157,14657434.0,1.0711288210473948e-05
2015-07-17,167,14657434.0,1.1393535867192034e-05
2015-07-18,157,14657434.0,1.0711288210473948e-05
2015-07-19,186,14657434.0,1.2689806414956397e-05
2015-07-20,178,14657434.0,1.2144008289581928e-05
2015-07-21,163,14657434.0,1.1120636804504799e-05
2015-07-22,174,14657434.0,1.1871109226894694e-05
2015-07-23,177,14657434.0,1.207578352391012e-05
2015-07-24,188,14657434.0,1.2826255946300014e-05
2015-07-25,181,14657434.0,1.2348682586597353e-05
2015-07-26,175,14657434.0,1.1939333992566502e-05
2015-07-27,168,14657434.0,1.1461760632863843e-05
2015-07-28,197,14657434.0,1.3440278837346291e-05
2015-07-29,204,14657434.0,1.3917852197048952e-05
2015-07-30,191,14657434.0,1.303093024331544e-05
2015-07-31,225,14657434.0,1.535057227615693e-05
2015-01-08,192,14657434.0,1.3099155008987248e-05
2015-02-08,202,14657434.0,1.3781402665705335e-05
2015-03-08,184,14657434.0,1.255335688361278e-05
2015-04-08,180,14657434.0,1.2280457820925545e-05
2015-05-08,189,14657434.0,1.2894480711971823e-05
2015-06-08,206,14657434.0,1.4054301728392569e-05
2015-07-08,193,14657434.0,1.3167379774659057e-05
2015-08-08,161,14657434.0,1.0984187273161182e-05
2015-09-08,195,14657434.0,1.3303829306002674e-05
2015-10-08,199,14657434.0,1.3576728368689908e-05
2015-11-08,187,14657434.0,1.2758031180628206e-05
2015-12-08,182,14657434.0,1.2416907352269162e-05
2015-08-13,188,14657434.0,1.2826255946300014e-05
2015-08-14,179,14657434.0,1.2212233055253736e-05
2015-08-15,185,14657434.0,1.2621581649284589e-05
2015-08-16,203,14657434.0,1.3849627431377144e-05
2015-08-17,199,14657434.0,1.3576728368689908e-05
2015-08-18,215,14657434.0,1.4668324619438846e-05
2015-08-19,180,14657434.0,1.2280457820925545e-05
2015-08-20,201,14657434.0,1.3713177900033525e-05
2015-08-21,180,14657434.0,1.2280457820925545e-05
2015-08-22,164,14657434.0,1.1188861570176609e-05
2015-08-23,163,14657434.0,1.1120636804504799e-05
2015-08-24,189,14657434.0,1.2894480711971823e-05
2015-08-25,174,14657434.0,1.1871109226894694e-05
2015-08-26,160,14657434.0,1.0915962507489373e-05
2015-08-27,201,14657434.0,1.3713177900033525e-05
2015-08-28,169,14657434.0,1.1529985398535651e-05
2015-08-29,174,14657434.0,1.1871109226894694e-05
2015-08-30,151,14657434.0,1.0301939616443097e-05
2015-08-31,169,14657434.0,1.1529985398535651e-05
2015-01-09,199,14657434.0,1.3576728368689908e-05
2015-02-09,180,14657434.0,1.2280457820925545e-05
2015-03-09,160,14657434.0,1.0915962507489373e-05
2015-04-09,201,14657434.0,1.3713177900033525e-05
2015-05-09,170,14657434.0,1.159821016420746e-05
2015-06-09,174,14657434.0,1.1871109226894694e-05
2015-07-09,167,14657434.0,1.1393535867192034e-05
